Original gene set ID	Original gene set description	Nominal P value	False discovery rate	qvalue	Test statistic	Adjusted test statistic	Reconstituted gene set Z score gene 1	Reconstituted gene set Z score gene 2	Reconstituted gene set Z score gene 3	Reconstituted gene set Z score gene 4	Reconstituted gene set Z score gene 5	Reconstituted gene set Z score gene 6	Reconstituted gene set Z score gene 7	Reconstituted gene set Z score gene 8	Reconstituted gene set Z score gene 9	Reconstituted gene set Z score gene 10
GO:0045667	regulation of osteoblast differentiation	7.926E-10	<0.01	0	60.466	6.035	ROR2 (3.113*,68.0)	ADAMTS17 (2.876*,110.0)	DLG5 (2.72*,165.0)	FRZB (2.692*,175.0)	GLT8D2 (2.634*,197.0)	PTH1R (2.573*,231.0)	SFRP4 (2.545*,246.0)	SNAI1 (2.491*,275.0)	PTCH1 (2.482*,283.0)	CCDC8 (2.446*,305.0)
MP:0005105	abnormal middle ear ossicle morphology	1.131E-09	<0.01	0	65.576	5.978	FBN2 (4.187*,50.0)	PTCH1 (4.054*,64.0)	PTH1R (3.927*,74.0)	FRZB (3.602*,113.0)	SNAI1 (2.974*,232.0)	TBX15 (2.949*,239.0)	LOXL4 (2.774*,299.0)	SUSD5 (2.708*,331.0)	MATN3 (2.544*,398.0)	ROR2 (2.476*,429.0)
GO:0017147	Wnt-protein binding	1.167E-09	<0.01	0	74.887	5.973	ELN (4.704*,24.0)	GLT8D2 (3.995*,49.0)	MATN3 (3.885*,65.0)	FRZB (3.665*,83.0)	SFRP4 (3.59*,95.0)	FIBIN (3.279*,141.0)	ROR2 (3.247*,148.0)	PTCH1 (3.232*,153.0)	FBN2 (2.843*,250.0)	NPR3 (2.733*,286.0)
MP:0009888	palatal shelves fail to meet at midline	1.737E-09	<0.01	0	67.162	5.907	FBN2 (4.811*,8.0)	TTC28 (3.603*,58.0)	ROR2 (3.207*,117.0)	RHOBTB3 (3.112*,139.0)	GLT8D2 (3.109*,141.0)	PTCH1 (2.895*,187.0)	MTMR11 (2.636*,265.0)	DENND2A (2.573*,290.0)	TIAM2 (2.415*,360.0)	SFRP4 (2.363*,386.0)
MP:0000438	abnormal cranium morphology	1.804E-09	<0.01	0	72.674	5.901	SNAI1 (3.531*,96.0)	FBN2 (3.411*,115.0)	TBX15 (3.328*,131.0)	PTCH1 (3.271*,140.0)	PTPN13 (3.103*,171.0)	TIAM2 (3.065*,185.0)	MMP14 (2.978*,210.0)	FRZB (2.973*,212.0)	TTC28 (2.818*,254.0)	DLG5 (2.816*,255.0)
ENSG00000125845	BMP2 PPI subnetwork	1.848E-09	<0.01	0	68.82	5.897	SNAI1 (4.202*,19.0)	WWC2 (3.966*,28.0)	PTCH1 (3.961*,29.0)	ADAMTS6 (3.202*,100.0)	PTH1R (3.065*,116.0)	SUSD5 (3.048*,119.0)	FRZB (2.75*,194.0)	SLC8A3 (2.747*,196.0)	RHOBTB3 (2.505*,296.0)	NPR3 (2.404*,336.0)
MP:0005353	abnormal patella morphology	2.049E-09	<0.01	0	64.654	5.88	SUSD5 (5.216*,15.0)	FIBIN (5.007*,20.0)	TBX15 (4.42*,35.0)	FBN2 (4.344*,38.0)	MATN3 (4.059*,53.0)	PDE5A (3.124*,154.0)	ELN (2.866*,218.0)	USP44 (2.716*,266.0)	FRZB (2.692*,274.0)	LOXL4 (2.528*,343.0)
GO:0032330	regulation of chondrocyte differentiation	2.181E-09	<0.01	0	61.783	5.87	MATN3 (4.342*,8.0)	SUSD5 (3.791*,27.0)	ROR2 (2.886*,166.0)	GLT8D2 (2.835*,179.0)	RHOBTB3 (2.474*,341.0)	MTMR11 (2.289*,460.0)	ADAMTS3 (2.286*,464.0)	DPEP1 (2.13*,584.0)	PTCH1 (2.073*,632.0)	CCDC8 (1.983,736.0)
GO:0060349	bone morphogenesis	2.602E-09	<0.01	0	61.875	5.841	TIAM2 (4.073*,27.0)	MATN3 (3.838*,42.0)	SFRP4 (3.584*,61.0)	SUSD5 (3.56*,63.0)	ELN (3.453*,86.0)	TBX15 (3.401*,94.0)	FRZB (3.198*,127.0)	PTH1R (2.919*,190.0)	GLT8D2 (2.777*,235.0)	ROR2 (2.651*,283.0)
ENSG00000125378	BMP4 PPI subnetwork	2.698E-09	<0.01	0	68.037	5.834	ADAMTS17 (3.808*,45.0)	CRISPLD2 (3.647*,62.0)	ELN (3.349*,108.0)	PTCH1 (3.14*,145.0)	MATN3 (3.105*,153.0)	CYP1B1 (2.658*,291.0)	FIBIN (2.601*,309.0)	IHH (2.534*,339.0)	ROR2 (2.512*,348.0)	TTC28 (2.416*,404.0)
MP:0000039	abnormal otic capsule morphology	3.281E-09	<0.01	0	63.389	5.802	PTH1R (4.226*,45.0)	SLC8A3 (3.733*,71.0)	PTCH1 (3.726*,72.0)	SFRP4 (3.533*,84.0)	AMOTL1 (2.632*,251.0)	ADAMTS17 (2.576*,268.0)	FBN2 (2.566*,275.0)	LOXL4 (2.539*,286.0)	FAM198A (2.425*,332.0)	MEI1 (2.181*,477.0)
GO:0048736	appendage development	5.267E-09	<0.01	0	61.263	5.722	TBX15 (4.054*,32.0)	ROR2 (3.67*,52.0)	FBN2 (3.086*,126.0)	CCDC8 (2.638*,287.0)	PTPN13 (2.497*,356.0)	RHOBTB3 (2.443*,392.0)	DLG5 (2.429*,398.0)	GLT8D2 (2.393*,416.0)	MATN3 (2.285*,490.0)	FIBIN (2.265*,509.0)
GO:0060173	limb development	5.267E-09	<0.01	0	61.263	5.722	TBX15 (4.054*,32.0)	ROR2 (3.67*,52.0)	FBN2 (3.086*,126.0)	CCDC8 (2.638*,287.0)	PTPN13 (2.497*,356.0)	RHOBTB3 (2.443*,392.0)	DLG5 (2.429*,398.0)	GLT8D2 (2.393*,416.0)	MATN3 (2.285*,490.0)	FIBIN (2.265*,509.0)
GO:0006029	proteoglycan metabolic process	5.279E-09	<0.01	0	63.193	5.721	MATN3 (6.0*,8.0)	SUSD5 (5.628*,12.0)	FIBIN (4.005*,46.0)	FRZB (3.027*,139.0)	CRISPLD2 (2.88*,189.0)	SFRP4 (2.876*,193.0)	GLT8D2 (2.764*,219.0)	HHAT (2.752*,220.0)	ADAMTS3 (2.637*,269.0)	LOXL4 (2.579*,288.0)
MP:0003641	small lung	5.757E-09	<0.01	0	84.828	5.707	CCDC8 (4.436*,13.0)	PTCH1 (4.384*,16.0)	FBN2 (4.309*,18.0)	LAMB2 (4.011*,31.0)	TTC28 (3.539*,69.0)	ELN (3.363*,91.0)	ROR2 (3.241*,110.0)	CHSY1 (2.852*,203.0)	DENND2A (2.781*,224.0)	FIBIN (2.698*,259.0)
MP:0001954	respiratory distress	6.015E-09	<0.01	0	74.545	5.699	FBN2 (4.114*,30.0)	ELN (3.961*,37.0)	NPR3 (3.709*,61.0)	ROR2 (3.463*,95.0)	PTCH1 (3.346*,114.0)	TTC28 (2.937*,231.0)	PTH1R (2.932*,235.0)	FRZB (2.877*,260.0)	TBX15 (2.857*,267.0)	STC2 (2.766*,300.0)
GO:0030199	collagen fibril organization	6.06E-09	<0.01	0	71.11	5.698	ELN (4.857*,58.0)	MATN3 (4.599*,70.0)	FIBIN (4.364*,90.0)	SUSD5 (3.925*,125.0)	GLT8D2 (3.849*,137.0)	SFRP4 (3.715*,147.0)	CRISPLD2 (3.0*,241.0)	SERPINF1 (2.852*,282.0)	ADAMTS5 (2.767*,304.0)	FRZB (2.687*,329.0)
GO:0060350	endochondral bone morphogenesis	8.363E-09	<0.01	0	58.013	5.643	TIAM2 (4.468*,27.0)	MATN3 (4.45*,28.0)	SUSD5 (4.002*,47.0)	FRZB (3.568*,76.0)	SLC8A3 (3.457*,84.0)	PTH1R (3.173*,126.0)	ELN (2.956*,165.0)	MTMR11 (2.664*,253.0)	ADAMTS3 (2.56*,296.0)	LOXL4 (2.552*,303.0)
MP:0000162	lordosis	8.486E-09	<0.01	0	66.391	5.64	MATN3 (6.991*,5.0)	SUSD5 (6.41*,9.0)	LOXL4 (4.949*,31.0)	FIBIN (3.702*,66.0)	ELN (3.554*,82.0)	FRZB (3.544*,84.0)	MMP14 (3.346*,103.0)	SLC8A3 (2.925*,168.0)	ADAMTS6 (2.576*,253.0)	IHH (2.531*,270.0)
MP:0001300	ocular hypertelorism	8.935E-09	<0.01	0	65.52	5.631	PTH1R (5.059*,3.0)	PTCH1 (3.903*,8.0)	SLC8A3 (3.367*,32.0)	FBN2 (3.008*,79.0)	ROR2 (2.652*,166.0)	PCDHB16 (2.586*,188.0)	PTPN13 (2.442*,253.0)	IHH (2.381*,289.0)	GAB1 (2.338*,316.0)	SLC35E3 (2.326*,323.0)
MP:0002765	short fibula	9.405E-09	<0.01	0	64.731	5.623	PTCH1 (3.796*,32.0)	FBN2 (3.337*,87.0)	HSD11B2 (3.224*,101.0)	FAM198A (3.188*,108.0)	ADAMTS17 (2.977*,153.0)	PTH1R (2.969*,156.0)	SFRP4 (2.954*,160.0)	SLC8A3 (2.919*,169.0)	GLT8D2 (2.818*,196.0)	FIBIN (2.813*,198.0)
MP:0002116	abnormal craniofacial bone morphology	1.055E-08	<0.01	0	69.769	5.603	SUSD5 (5.736*,11.0)	FBN2 (4.568*,54.0)	MATN3 (4.269*,65.0)	PTH1R (3.934*,85.0)	TTC28 (3.292*,160.0)	FRZB (3.243*,168.0)	PTCH1 (3.013*,214.0)	TBX15 (2.973*,225.0)	SNAI1 (2.856*,259.0)	FIBIN (2.637*,325.0)
MP:0000351	increased cell proliferation	1.395E-08	<0.01	0	58.155	5.554	SLC35E3 (4.361*,12.0)	FIBIN (3.777*,28.0)	LATS2 (3.122*,92.0)	GAB1 (2.903*,128.0)	LOXL4 (2.638*,195.0)	NSD1 (2.552*,228.0)	IQCC (2.374*,302.0)	SERPINF1 (2.273*,359.0)	NTAN1 (2.215*,403.0)	CRISPLD2 (2.107*,478.0)
MP:0000556	abnormal hindlimb morphology	1.665E-08	<0.01	0	69.821	5.523	FBN2 (4.926*,22.0)	MATN3 (3.719*,74.0)	FRZB (3.602*,89.0)	ROR2 (3.283*,130.0)	PTH1R (3.266*,137.0)	SLC8A3 (3.244*,143.0)	TIAM2 (3.228*,149.0)	PDE5A (3.115*,173.0)	SUSD5 (3.054*,185.0)	PTCH1 (2.449*,393.0)
GO:0008589	regulation of smoothened signaling pathway	1.886E-08	<0.01	0	67.883	5.501	PTCH1 (4.35*,9.0)	ADAMTS17 (3.783*,20.0)	WDR78 (3.761*,23.0)	PTH1R (2.701*,195.0)	IFT88 (2.664*,209.0)	PTPN13 (2.652*,213.0)	HSD11B2 (2.555*,268.0)	USP44 (2.476*,311.0)	IQCC (2.471*,314.0)	TSPAN31 (2.348*,390.0)
MP:0009780	abnormal chondrocyte physiology	1.906E-08	<0.01	0	69.661	5.499	MATN3 (5.231*,8.0)	PTH1R (4.439*,17.0)	SUSD5 (3.783*,32.0)	WWC2 (3.105*,77.0)	SLC8A3 (3.083*,81.0)	LOXL4 (3.035*,87.0)	LATS2 (3.034*,88.0)	TIAM2 (2.818*,141.0)	IHH (2.755*,152.0)	FRZB (2.695*,166.0)
MP:0002932	abnormal joint morphology	2.403E-08	<0.01	0	73.237	5.458	MATN3 (5.021*,16.0)	SFRP4 (3.81*,81.0)	SUSD5 (3.758*,85.0)	FIBIN (3.751*,87.0)	TBX15 (3.336*,133.0)	GLT8D2 (2.97*,192.0)	ELN (2.81*,218.0)	CYP1B1 (2.593*,280.0)	FAM198A (2.583*,287.0)	DPEP1 (2.562*,299.0)
MP:0008272	abnormal endochondral bone ossification	2.748E-08	<0.01	0	70.899	5.434	FBN2 (5.436*,6.0)	MATN3 (4.239*,41.0)	PTH1R (3.968*,55.0)	CCDC8 (3.615*,84.0)	GLT8D2 (3.153*,147.0)	IHH (3.079*,162.0)	ROR2 (3.053*,164.0)	FIBIN (3.038*,169.0)	MMP14 (2.925*,196.0)	TIAM2 (2.861*,215.0)
MP:0004726	abnormal nasal capsule morphology	2.764E-08	<0.01	0	58.967	5.433	PTH1R (4.888*,24.0)	FRZB (4.378*,42.0)	PTCH1 (3.798*,74.0)	TIAM2 (3.495*,99.0)	PTPN13 (3.479*,103.0)	FBN2 (3.46*,106.0)	MATN3 (2.921*,212.0)	SUSD5 (2.902*,219.0)	SLC8A3 (2.611*,310.0)	IHH (2.607*,314.0)
ENSG00000085741	WNT11 PPI subnetwork	2.776E-08	<0.01	0	62.736	5.433	FRZB (4.838*,18.0)	ELN (3.998*,45.0)	SFRP4 (3.787*,61.0)	ROR2 (3.765*,65.0)	MATN3 (3.732*,68.0)	GLT8D2 (3.676*,72.0)	PTCH1 (3.204*,125.0)	FIBIN (2.933*,182.0)	NPR3 (2.713*,250.0)	USP44 (2.695*,255.0)
ENSG00000158955	WNT9B PPI subnetwork	2.776E-08	<0.01	0	62.736	5.433	FRZB (4.838*,18.0)	ELN (3.998*,45.0)	SFRP4 (3.787*,61.0)	ROR2 (3.765*,65.0)	MATN3 (3.732*,68.0)	GLT8D2 (3.676*,72.0)	PTCH1 (3.204*,125.0)	FIBIN (2.933*,182.0)	NPR3 (2.713*,250.0)	USP44 (2.695*,255.0)
ENSG00000105989	WNT2 PPI subnetwork	2.776E-08	<0.01	0	62.736	5.433	FRZB (4.838*,18.0)	ELN (3.998*,45.0)	SFRP4 (3.787*,61.0)	ROR2 (3.765*,65.0)	MATN3 (3.732*,68.0)	GLT8D2 (3.676*,72.0)	PTCH1 (3.204*,125.0)	FIBIN (2.933*,182.0)	NPR3 (2.713*,250.0)	USP44 (2.695*,255.0)
ENSG00000169884	WNT10B PPI subnetwork	2.776E-08	<0.01	0	62.736	5.433	FRZB (4.838*,18.0)	ELN (3.998*,45.0)	SFRP4 (3.787*,61.0)	ROR2 (3.765*,65.0)	MATN3 (3.732*,68.0)	GLT8D2 (3.676*,72.0)	PTCH1 (3.204*,125.0)	FIBIN (2.933*,182.0)	NPR3 (2.713*,250.0)	USP44 (2.695*,255.0)
ENSG00000143816	WNT9A PPI subnetwork	2.776E-08	<0.01	0	62.736	5.433	FRZB (4.838*,18.0)	ELN (3.998*,45.0)	SFRP4 (3.787*,61.0)	ROR2 (3.765*,65.0)	MATN3 (3.732*,68.0)	GLT8D2 (3.676*,72.0)	PTCH1 (3.204*,125.0)	FIBIN (2.933*,182.0)	NPR3 (2.713*,250.0)	USP44 (2.695*,255.0)
ENSG00000075290	WNT8B PPI subnetwork	2.776E-08	<0.01	0	62.736	5.433	FRZB (4.838*,18.0)	ELN (3.998*,45.0)	SFRP4 (3.787*,61.0)	ROR2 (3.765*,65.0)	MATN3 (3.732*,68.0)	GLT8D2 (3.676*,72.0)	PTCH1 (3.204*,125.0)	FIBIN (2.933*,182.0)	NPR3 (2.713*,250.0)	USP44 (2.695*,255.0)
ENSG00000135925	WNT10A PPI subnetwork	2.776E-08	<0.01	0	62.736	5.433	FRZB (4.838*,18.0)	ELN (3.998*,45.0)	SFRP4 (3.787*,61.0)	ROR2 (3.765*,65.0)	MATN3 (3.732*,68.0)	GLT8D2 (3.676*,72.0)	PTCH1 (3.204*,125.0)	FIBIN (2.933*,182.0)	NPR3 (2.713*,250.0)	USP44 (2.695*,255.0)
ENSG00000061492	WNT8A PPI subnetwork	2.776E-08	<0.01	0	62.736	5.433	FRZB (4.838*,18.0)	ELN (3.998*,45.0)	SFRP4 (3.787*,61.0)	ROR2 (3.765*,65.0)	MATN3 (3.732*,68.0)	GLT8D2 (3.676*,72.0)	PTCH1 (3.204*,125.0)	FIBIN (2.933*,182.0)	NPR3 (2.713*,250.0)	USP44 (2.695*,255.0)
MP:0000157	abnormal sternum morphology	2.944E-08	<0.01	0	71.37	5.422	CCDC8 (3.862*,46.0)	TTC28 (3.523*,71.0)	TBX15 (3.396*,87.0)	ROR2 (3.325*,103.0)	FBN2 (3.076*,132.0)	LATS2 (3.01*,142.0)	ADAMTS17 (3.007*,144.0)	LOXL4 (2.791*,207.0)	PTPN13 (2.652*,255.0)	DLG5 (2.511*,333.0)
MP:0009247	meteorism	2.982E-08	<0.01	0	58.453	5.42	PTCH1 (4.294*,34.0)	TTC28 (3.167*,127.0)	MATN3 (3.141*,131.0)	PDE5A (2.852*,200.0)	NPR3 (2.775*,221.0)	IHH (2.766*,223.0)	SUSD5 (2.719*,240.0)	TIAM2 (2.699*,252.0)	FBN2 (2.682*,259.0)	ROR2 (2.681*,260.0)
MP:0006395	abnormal epiphyseal plate morphology	3.122E-08	<0.01	0	70.907	5.412	MATN3 (6.513*,7.0)	SUSD5 (3.887*,73.0)	PTH1R (3.755*,86.0)	SFRP4 (3.626*,94.0)	SERPINF1 (3.575*,102.0)	LOXL4 (3.573*,103.0)	TIAM2 (3.451*,118.0)	WWC2 (3.242*,150.0)	FIBIN (3.187*,159.0)	NPR3 (2.837*,232.0)
MP:0000592	short tail	3.527E-08	<0.01	0	62.837	5.39	FBN2 (3.797*,41.0)	PTCH1 (3.781*,42.0)	ROR2 (3.54*,62.0)	PTH1R (3.469*,69.0)	MATN3 (3.214*,97.0)	SLC8A3 (3.025*,131.0)	SNAI1 (2.842*,169.0)	FIBIN (2.678*,235.0)	DPEP1 (2.644*,248.0)	PTPN13 (2.314*,426.0)
MP:0000435	shortened head	3.578E-08	<0.01	0	67.807	5.387	FBN2 (4.814*,11.0)	MATN3 (3.761*,39.0)	FRZB (3.596*,53.0)	GLT8D2 (3.189*,112.0)	SUSD5 (3.157*,118.0)	TBX15 (3.149*,120.0)	NPR3 (2.948*,153.0)	RHOBTB3 (2.807*,200.0)	SNAI1 (2.753*,217.0)	PTH1R (2.695*,239.0)
GO:0042813	Wnt-activated receptor activity	4.168E-08	<0.01	0	64.6	5.36	ELN (5.107*,12.0)	SFRP4 (3.961*,55.0)	MATN3 (3.919*,58.0)	NPR3 (3.585*,84.0)	FRZB (3.34*,108.0)	GLT8D2 (3.171*,134.0)	FIBIN (2.889*,200.0)	ROR2 (2.717*,243.0)	CYP1B1 (2.715*,244.0)	PTCH1 (2.65*,269.0)
GO:0030111	regulation of Wnt receptor signaling pathway	4.258E-08	<0.01	0	59.596	5.356	FBN2 (3.508*,28.0)	IQCC (3.128*,70.0)	PTCH1 (3.127*,72.0)	DLG5 (2.66*,209.0)	IHH (2.653*,211.0)	TIAM2 (2.49*,283.0)	ROR2 (2.394*,334.0)	PTH1R (2.391*,337.0)	GLT8D2 (2.376*,350.0)	FRZB (2.293*,408.0)
MP:0002187	abnormal fibula morphology	4.492E-08	<0.01	0	61.724	5.346	MATN3 (3.886*,51.0)	FBN2 (3.562*,86.0)	FIBIN (3.244*,126.0)	CRISPLD2 (2.909*,187.0)	PTH1R (2.837*,205.0)	HSD11B2 (2.782*,223.0)	ADAMTS3 (2.776*,226.0)	CCDC8 (2.58*,286.0)	PDE5A (2.5*,325.0)	PTCH1 (2.498*,329.0)
GO:0035108	limb morphogenesis	4.555E-08	<0.01	0	56.105	5.344	TBX15 (3.825*,40.0)	ROR2 (3.694*,48.0)	FBN2 (3.163*,113.0)	CCDC8 (2.634*,281.0)	PTPN13 (2.624*,286.0)	DLG5 (2.433*,387.0)	PTH1R (2.275*,506.0)	RHOBTB3 (2.193*,588.0)	TTC28 (2.192*,589.0)	GLT8D2 (2.113*,651.0)
GO:0035107	appendage morphogenesis	4.555E-08	<0.01	0	56.105	5.344	TBX15 (3.825*,40.0)	ROR2 (3.694*,48.0)	FBN2 (3.163*,113.0)	CCDC8 (2.634*,281.0)	PTPN13 (2.624*,286.0)	DLG5 (2.433*,387.0)	PTH1R (2.275*,506.0)	RHOBTB3 (2.193*,588.0)	TTC28 (2.192*,589.0)	GLT8D2 (2.113*,651.0)
GO:0043062	extracellular structure organization	4.631E-08	<0.01	0	76.443	5.341	FIBIN (5.713*,15.0)	GLT8D2 (4.796*,49.0)	ELN (4.113*,106.0)	CRISPLD2 (3.819*,136.0)	SUSD5 (3.6*,156.0)	SERPINF1 (3.563*,162.0)	MATN3 (3.521*,170.0)	SFRP4 (3.388*,189.0)	LAMB2 (3.176*,230.0)	FRZB (3.096*,247.0)
GO:0030198	extracellular matrix organization	4.631E-08	<0.01	0	76.443	5.341	FIBIN (5.713*,15.0)	GLT8D2 (4.796*,49.0)	ELN (4.113*,106.0)	CRISPLD2 (3.819*,136.0)	SUSD5 (3.6*,156.0)	SERPINF1 (3.563*,162.0)	MATN3 (3.521*,170.0)	SFRP4 (3.388*,189.0)	LAMB2 (3.176*,230.0)	FRZB (3.096*,247.0)
GO:0050678	regulation of epithelial cell proliferation	4.892E-08	<0.01	0	60.33	5.331	ADAMTS6 (3.775*,6.0)	SFRP4 (3.715*,9.0)	MARCH3 (2.747*,137.0)	LATS2 (2.447*,262.0)	PTCH1 (2.433*,268.0)	GLT8D2 (2.222*,418.0)	ROR2 (2.217*,423.0)	CCDC8 (2.154*,485.0)	AMOTL1 (2.132*,510.0)	GSDMC (2.125*,515.0)
MP:0006396	decreased long bone epiphyseal plate size	4.952E-08	<0.01	0	62.642	5.328	SFRP4 (3.909*,19.0)	IHH (3.893*,20.0)	PTH1R (3.733*,25.0)	FGFR4 (3.183*,67.0)	FRZB (2.651*,192.0)	MATN3 (2.612*,209.0)	SLC35E3 (2.538*,248.0)	N4BP2 (2.509*,264.0)	SUSD5 (2.488*,282.0)	SLC39A8 (2.473*,294.0)
MP:0000102	abnormal nasal bone morphology	5.083E-08	<0.01	0	63.494	5.324	PTH1R (4.458*,36.0)	TTC28 (4.253*,47.0)	FRZB (3.823*,71.0)	SERPINF1 (3.62*,86.0)	PTCH1 (3.27*,128.0)	TBX15 (2.911*,194.0)	FBN2 (2.814*,218.0)	SFRP4 (2.755*,231.0)	ROR2 (2.723*,243.0)	PTPN13 (2.689*,256.0)
MP:0001255	decreased body height	5.788E-08	<0.01	0	65.917	5.3	FRZB (3.623*,34.0)	SERPINF1 (3.103*,113.0)	IHH (3.047*,122.0)	ROR2 (3.039*,124.0)	ADAMTS3 (2.936*,147.0)	FAM83E (2.849*,175.0)	MATN3 (2.464*,321.0)	SUSD5 (2.411*,350.0)	CBLC (2.333*,404.0)	GLT8D2 (2.261*,449.0)
MP:0002896	abnormal bone mineralization	5.889E-08	<0.01	0	71.548	5.297	PTH1R (6.189*,15.0)	SLC8A3 (5.035*,42.0)	SERPINF1 (4.743*,52.0)	LOXL4 (4.131*,80.0)	IHH (3.618*,138.0)	MMP14 (3.575*,145.0)	SNAI1 (3.508*,152.0)	SUSD5 (3.419*,161.0)	TIAM2 (3.347*,172.0)	MATN3 (3.078*,217.0)
MP:0000550	abnormal forelimb morphology	6.113E-08	<0.01	0	66.237	5.29	FBN2 (5.051*,15.0)	PTH1R (4.379*,37.0)	FRZB (4.098*,53.0)	PTCH1 (3.553*,98.0)	ROR2 (3.319*,133.0)	PTPN13 (3.147*,167.0)	PDE5A (2.904*,229.0)	MATN3 (2.794*,270.0)	SLC8A3 (2.647*,321.0)	MTMR11 (2.61*,334.0)
MP:0000120	malocclusion	6.551E-08	<0.01	0	71.12	5.277	ADAMTS17 (3.586*,30.0)	SNAI1 (3.362*,49.0)	IHH (2.79*,149.0)	PTH1R (2.675*,181.0)	NSD1 (2.612*,199.0)	ARMC5 (2.394*,275.0)	ROR2 (2.36*,299.0)	GSDMC (2.351*,304.0)	PTCH1 (2.328*,319.0)	MMP14 (2.239*,401.0)
ENSG00000111186	WNT5B PPI subnetwork	6.707E-08	<0.01	0	56.749	5.273	FRZB (4.451*,20.0)	ELN (3.778*,47.0)	MATN3 (3.542*,66.0)	GLT8D2 (3.527*,67.0)	SFRP4 (3.419*,78.0)	PTCH1 (3.227*,100.0)	ROR2 (3.159*,108.0)	FIBIN (2.798*,177.0)	NPR3 (2.343*,354.0)	GAB1 (2.285*,392.0)
ENSG00000115596	WNT6 PPI subnetwork	6.761E-08	<0.01	0	61.195	5.272	FRZB (4.473*,25.0)	ELN (4.051*,41.0)	MATN3 (3.759*,57.0)	SFRP4 (3.693*,66.0)	GLT8D2 (3.631*,72.0)	ROR2 (3.486*,89.0)	PTCH1 (3.16*,130.0)	FIBIN (2.899*,183.0)	NPR3 (2.755*,223.0)	USP44 (2.484*,323.0)
MP:0000133	abnormal long bone metaphysis morphology	6.762E-08	<0.01	0	67.9	5.272	PTH1R (6.602*,19.0)	SLC8A3 (6.057*,26.0)	MATN3 (4.52*,63.0)	SUSD5 (4.399*,70.0)	SFRP4 (3.973*,99.0)	LOXL4 (3.442*,138.0)	TIAM2 (3.082*,196.0)	MMP14 (2.985*,215.0)	SERPINF1 (2.944*,224.0)	FRZB (2.883*,242.0)
GO:0045669	positive regulation of osteoblast differentiation	7.127E-08	<0.01	0	53.12	5.262	ROR2 (3.196*,55.0)	FRZB (2.749*,143.0)	SFRP4 (2.503*,259.0)	ADAMTS17 (2.497*,262.0)	ZNF568 (2.384*,330.0)	SLC8A3 (2.235*,451.0)	ADAMTS3 (2.201*,477.0)	GLT8D2 (2.049*,614.0)	PTCH1 (1.956,731.0)	PTH1R (1.94,751.0)
MP:0001258	decreased body length	7.874E-08	<0.01	0	65.468	5.244	IHH (3.903*,9.0)	LOXL4 (3.475*,31.0)	PTH1R (3.033*,75.0)	NPR3 (2.975*,88.0)	SLC8A3 (2.933*,108.0)	SLC39A8 (2.81*,145.0)	MATN3 (2.779*,153.0)	STC2 (2.638*,201.0)	FBN2 (2.587*,225.0)	PTCH1 (2.582*,230.0)
MP:0000141	abnormal vertebral body morphology	8.384E-08	<0.01	0	66.154	5.232	SUSD5 (5.598*,16.0)	MMP14 (5.103*,26.0)	ELN (4.291*,49.0)	MATN3 (4.16*,58.0)	FRZB (3.692*,92.0)	TIAM2 (2.995*,196.0)	FBN2 (2.922*,219.0)	PTH1R (2.73*,259.0)	FAM198A (2.61*,299.0)	SNAI1 (2.512*,340.0)
MP:0002089	abnormal postnatal growth/weight/body size	9.168E-08	<0.01	0	65.34	5.215	LOXL4 (3.244*,37.0)	MATN3 (3.034*,64.0)	FGFR4 (2.796*,114.0)	PTH1R (2.781*,119.0)	SLC8A3 (2.743*,137.0)	IHH (2.675*,158.0)	TSPAN31 (2.669*,164.0)	UTS2 (2.6*,194.0)	ZBTB7B (2.541*,222.0)	MARCH3 (2.384*,310.0)
MP:0005352	small cranium	9.408E-08	<0.01	0	67.749	5.211	LOXL4 (4.645*,20.0)	FBN2 (4.292*,27.0)	SERPINF1 (4.071*,43.0)	SLC8A3 (3.508*,87.0)	PTPN13 (2.834*,200.0)	PTH1R (2.795*,216.0)	SNAI1 (2.667*,261.0)	SUSD5 (2.606*,288.0)	HIST1H1A (2.528*,323.0)	GSDMC (2.334*,408.0)
GO:0072498	embryonic skeletal joint development	9.824E-08	<0.01	0	53.162	5.203	ADAMTS17 (3.423*,60.0)	LOXL4 (3.279*,79.0)	KIAA1586 (3.013*,123.0)	MATN3 (2.94*,143.0)	SUSD5 (2.722*,210.0)	MTMR11 (2.706*,224.0)	GRAMD2 (2.511*,311.0)	GSDMC (2.458*,341.0)	FBN2 (2.434*,356.0)	TBX15 (2.392*,386.0)
ENSG00000188064	WNT7B PPI subnetwork	1.056E-07	<0.01	0.000335	61.544	5.189	FRZB (4.689*,18.0)	ELN (4.266*,33.0)	MATN3 (4.124*,40.0)	PTCH1 (3.419*,111.0)	ROR2 (3.391*,115.0)	SFRP4 (3.338*,125.0)	GLT8D2 (3.321*,128.0)	FBN2 (3.144*,148.0)	FIBIN (2.84*,206.0)	NPR3 (2.822*,209.0)
